Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
38S9LFVU6ZQJ4JJEORFU0YJXEVCMBI,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,33JKGHPFYCVSB1EIIUK110PT7FMNM5
3WCRPE6UPW2AS1EFMN0C8SAGWM9QS5,2021-12-25 12:12:27 -0800,2021-12-25 18:55:44 -0800,AssignmentPayment,,A1Q6VY3C3CEOA0,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3GNA64GUZE5F6R646NVWOS9CQVJQ55
342CZUIYKIECJGHY2N60VO7XHGOMDP,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3GNA64GUZE5F6R646NVWOS9CQVJQ55
3XL1H8H9Z16Z0VEQLG9WH053RO4L0P,2021-12-25 12:12:27 -0800,2021-12-25 19:35:48 -0800,AssignmentPayment,,A3GM6577HMA0QB,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,34S9DKFK73QS5I3W1X8CVVC0GP0NYV
3KPQU6N0MLAVPI94416T1WV5U3FGLS,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,34S9DKFK73QS5I3W1X8CVVC0GP0NYV
333KFK51CI4NJ8MVUPBN3RFKL1QT00,2021-12-25 12:12:27 -0800,2021-12-25 19:05:41 -0800,AssignmentPayment,,A1L1OK7TKX3V3Q,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,35L9RVQFCOJJEDXGOYGANQ9RYP2UHH
3O25NLTI5JMJHVQ2SKJ16547LP6OLN,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,35L9RVQFCOJJEDXGOYGANQ9RYP2UHH
3H1ATA2PWJP5JGGRUZ3VW8ARIYLB95,2021-12-25 12:12:27 -0800,2021-12-25 19:48:13 -0800,AssignmentPayment,,A22JD162E9Z65S,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,33CID57104U11F3N0ZZ7S9CY2T5L3L
3C9I94S01WHWBF7S12P8GSEZDG66UB,2021-12-25 12:12:27 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,33CID57104U11F3N0ZZ7S9CY2T5L3L
3VUAMLH700L55BXHP7XHWCFGYS18BB,2021-12-25 12:12:28 -0800,2021-12-25 19:06:07 -0800,AssignmentPayment,,A3Q5UW29XKGYJA,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3WT783CTPBID16DU2FLE79KNWC4BCM
3YWT2CKYIV4A609FD06BRDNCO5D3WZ,2021-12-25 12:12:28 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3WT783CTPBID16DU2FLE79KNWC4BCM
3IRAYSSUNUD6W5H403DA0OYIOMOL29,2021-12-25 12:12:28 -0800,2021-12-25 17:24:20 -0800,AssignmentPayment,,A1FYZUUH2OUOOV,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3YOH7BII098ATINOZ9TCW4R24DYVKU
3D4NSQ1WDR5LDICPGEM8EOZUZYFGNU,2021-12-25 12:12:28 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3YOH7BII098ATINOZ9TCW4R24DYVKU
36XXH77F4706Y04WH5ZHONLZS79SC3,2021-12-25 12:12:28 -0800,2021-12-25 18:43:47 -0800,AssignmentPayment,,A3L4JI1S352HB8,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3Y5140Z9DXH6I304DUZ1DWN7QL3IPG
3LB8YI0DZ87WZ47F5OMC2AZP2OBNXT,2021-12-25 12:12:28 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3Y5140Z9DXH6I304DUZ1DWN7QL3IPG
3O9TW4GM0BBUFIP99CF1MF8ZIZAT2K,2021-12-25 12:12:28 -0800,2021-12-25 19:00:29 -0800,AssignmentPayment,,A3ENS1XT17ODR6,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3SEPORI8WN0LQPJCOF5QNW12NC5AZP
3HH2L57EWPH95VTN4XZGJX8WQK6ONP,2021-12-25 12:12:28 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3SEPORI8WN0LQPJCOF5QNW12NC5AZP
3XQD7P4F7I74IW4WDQYPFU5X2D6T4G,2021-12-25 12:12:28 -0800,2021-12-25 18:23:05 -0800,AssignmentPayment,,A2RNSGLLNOIQR5,-1.000,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3TU5ZICBRD2YT9P64L2Z0CJ3SLXQ8K
3EFMZ1YKRF598G50KCC8NMDRQZ7OPL,2021-12-25 12:12:28 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.400,39TX062QX1PUFQMIOGXTEKBTYWWX3T,3TU5ZICBRD2YT9P64L2Z0CJ3SLXQ8K
3H1YVIBM3SAIXJ8AWER4CSPBY4CT61,2021-12-25 12:13:44 -0800,2021-12-25 17:52:15 -0800,AssignmentPayment,,A3LT7W355XOAKF,-1.000,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3WS1NTTKEYDJKVUUV1EQVY972IB0F6
3YTIQ7TAFF8UKTLFX4GXSHD6RHVORD,2021-12-25 12:13:44 -0800,2021-12-25 19:23:33 -0800,FeePayment,,Mechanical Turk,-0.200,3Y40HMYLL1JEEKZ130TU1T1TB94UXM,3WS1NTTKEYDJKVUUV1EQVY972IB0F6
